"cruise"	"ship"	"ship_code"	"sample_number"	"time_UTC"	"latitude_degrees_north"	"longitude_degrees_east"	"start_temperature_degC"	"start_salinity_psu"	"start_wind_speed_knots"	"start_wind_direction_degrees"	"start_pump_speed_M3PerMin"	"stop_time_UTC"	"stop_latitude_degrees_north"	"stop_longitude_degrees_east"	"stop_temperature_degC"	"stop_salinity_psu"	"stop_wind_speed_knots"	"stop_wind_direction_degrees"	"stop_pump_speed_m3PerMin"	"sardine_eggs_count"	"anchovy_eggs_count"	"jack_mackerel_eggs_count"	"hake_eggs_count"	"squid_eggs_count"	"other_fish_eggs_count"	"comments"	"resorted"	"DateTime"	"YYYY"	"MM"	"DateEdit"	"AnchSard"	"Sard"	"Anch"	"SardAnch"
"287"	199803	"DAVID STARR JORDAN"	"JD"	48	1998-02-20 11:50:01	34.0502	-119.0379	15.672	33.283	18.25	321.9383	0.64	1998-02-20 12:00:01	34.0552	-119.0535	15.657	33.256	15.61	326.9585	0.64	0	7	0	0	0	2	NA	"t"	1998-02-20 11:50:01	1998	"02"	"1998-02-20"	38441	0	7	3.5
"288"	199806	"DAVID STARR JORDAN"	"JD"	48	1998-06-14 01:11:48	34.527	-120.6238	12.211	33.456	18.45	334.5658	0.64	1998-06-14 01:13:46	34.5267	-120.6241	12.208	33.46	18.01	334.2504	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 01:11:48	1998	"06"	"1998-06-14"	38441	0	0	0
"289"	199806	"DAVID STARR JORDAN"	"JD"	49	1998-06-14 01:25:55	34.5303	-120.6339	12.133	33.445	17.61	340.3339	0.64	1998-06-14 01:27:58	34.5301	-120.6341	12.153	33.456	16.75	339.6105	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 01:25:55	1998	"06"	"1998-06-14"	38441	0	0	0
"290"	199802	"DAVID STARR JORDAN"	"JD"	49	1998-01-25 21:00:13	31.0484	-121.2154	16.856	33.486	14.36	322.0017	0.64	1998-01-25 21:30:12	31.0099	-121.2918	16.904	33.512	12.67	329.9749	0.64	0	0	NA	0	0	3	NA	"t"	1998-01-25 21:00:13	1998	"01"	"1998-01-25"	38441	0	0	0
"291"	199805	"DAVID STARR JORDAN"	"JD"	49	1998-05-02 15:00:04	34.5271	-121.0292	12.995	32.937	7.53	124.4203	0.64	1998-05-02 15:15:13	34.5633	-121.0498	12.708	33.222	9.35	126.9164	0.64	33	0	NA	0	6	0	"6 se's, S-VII-XI"	"t"	1998-05-02 15:00:04	1998	"05"	"1998-05-02"	38441	33	0	16.5
"292"	199803	"DAVID STARR JORDAN"	"JD"	49	1998-02-20 12:00:01	34.0552	-119.0535	15.657	33.256	15.61	326.9585	0.64	1998-02-20 12:10:01	34.0603	-119.0695	15.558	33.194	12.69	334.0583	0.64	0	7	0	0	0	11	NA	"t"	1998-02-20 12:00:01	1998	"02"	"1998-02-20"	38441	0	7	3.5
"293"	199707	"DAVID STARR JORDAN"	"JD"	49	1997-07-03 21:04:13	31.0214	-121.2538	17.15	33.447	21.1	331.7637	0.64	1997-07-03 21:34:11	30.9859	-121.3268	17.11	33.4	20.33	341.606	0.64	0	0	0	0	NA	4	NA	"t"	1997-07-03 21:04:13	1997	"07"	"1997-07-03"	38441	0	0	0
"294"	199804	"DAVID STARR JORDAN"	"JD"	49	1998-04-05 02:53:01	31.1787	-120.9287	16.247	32.728	5.75	261.1161	0.64	1998-04-05 03:30:04	31.1308	-121.0209	16.169	32.711	9.18	276.4618	0.64	0	0	0	0	0	36	NA	"t"	1998-04-05 02:53:01	1998	"04"	"1998-04-05"	38441	0	0	0
"295"	199805	"DAVID STARR JORDAN"	"JD"	50	1998-05-02 15:15:13	34.5633	-121.0498	12.708	33.222	9.35	126.9164	0.64	1998-05-02 15:30:03	34.598	-121.0709	12.378	33.338	9.07	126.3479	0.64	0	1	NA	0	2	2	"2 se's, few copepods"	"t"	1998-05-02 15:15:13	1998	"05"	"1998-05-02"	38441	0	1	0.5
"296"	199707	"DAVID STARR JORDAN"	"JD"	50	1997-07-03 21:34:11	30.9859	-121.3268	17.11	33.4	20.33	341.606	0.64	1997-07-03 22:04:26	30.9579	-121.3827	17.013	33.341	15.01	347.3188	0.64	0	0	0	0	NA	2	NA	"t"	1997-07-03 21:34:11	1997	"07"	"1997-07-03"	38441	0	0	0
"297"	199802	"DAVID STARR JORDAN"	"JD"	50	1998-01-25 21:30:12	31.0099	-121.2918	16.904	33.512	12.67	329.9749	0.64	1998-01-25 22:02:11	30.9679	-121.3746	16.909	33.506	12.71	336.376	0.64	0	0	NA	0	0	1	NA	"t"	1998-01-25 21:30:12	1998	"01"	"1998-01-25"	38441	0	0	0
"298"	199803	"DAVID STARR JORDAN"	"JD"	50	1998-02-20 12:10:01	34.0603	-119.0695	15.558	33.194	12.69	334.0583	0.64	1998-02-20 12:20:01	34.0651	-119.0849	14.993	31.608	9.59	341.428	0.64	0	23	0	0	0	1	NA	"t"	1998-02-20 12:10:01	1998	"02"	"1998-02-20"	38441	0	23	11.5
"299"	199806	"DAVID STARR JORDAN"	"JD"	50	1998-06-14 01:42:49	34.538	-120.652	13.222	33.364	17.27	348.2864	0.64	1998-06-14 01:44:53	34.5379	-120.6521	13.705	33.342	16.69	348.6715	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 01:42:49	1998	"06"	"1998-06-14"	38441	0	0	0
"300"	199804	"DAVID STARR JORDAN"	"JD"	50	1998-04-05 03:30:04	31.1308	-121.0209	16.169	32.711	9.18	276.4618	0.64	1998-04-05 04:00:01	31.092	-121.096	16.223	32.727	9.36	266.893	0.64	0	0	0	0	0	25	NA	"t"	1998-04-05 03:30:04	1998	"04"	"1998-04-05"	38441	0	0	0
"301"	199802	"DAVID STARR JORDAN"	"JD"	51	1998-01-25 22:02:11	30.9679	-121.3746	16.909	33.506	12.71	336.376	0.64	1998-01-25 22:30:09	30.9296	-121.4485	16.377	33.391	13.52	340.1091	0.64	0	0	NA	0	0	0	NA	"t"	1998-01-25 22:02:11	1998	"01"	"1998-01-25"	38441	0	0	0
"302"	199805	"DAVID STARR JORDAN"	"JD"	51	1998-05-02 15:30:03	34.598	-121.0709	12.378	33.338	9.07	126.3479	0.64	1998-05-02 16:00:04	34.6661	-121.1166	12.871	33.025	8.97	140.0241	0.64	18	1	NA	0	5	10	"5 se, S-VIII-XI, A-VIII, few copepods, 4 sp ofe, cln screen"	"t"	1998-05-02 15:30:03	1998	"05"	"1998-05-02"	38441	18	1	9.5
"303"	199806	"DAVID STARR JORDAN"	"JD"	51	1998-06-14 01:56:31	34.5452	-120.6593	14.907	33.283	19.99	348.7426	0.64	1998-06-14 01:58:15	34.5448	-120.6597	14.905	33.297	18.13	349.8764	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 01:56:31	1998	"06"	"1998-06-14"	38441	0	0	0
"304"	199803	"DAVID STARR JORDAN"	"JD"	51	1998-02-20 12:20:01	34.0651	-119.0849	14.993	31.608	9.59	341.428	0.64	1998-02-20 12:30:01	34.0704	-119.1	15.114	32.231	7.82	348.4666	0.64	0	20	0	0	0	6	NA	"t"	1998-02-20 12:20:01	1998	"02"	"1998-02-20"	38441	0	20	10
"305"	199707	"DAVID STARR JORDAN"	"JD"	51	1997-07-03 22:04:26	30.9579	-121.3827	17.013	33.341	15.01	347.3188	0.64	1997-07-03 22:34:11	30.9172	-121.4594	17.076	33.391	18.79	333.5247	0.64	0	0	0	0	NA	44	NA	"t"	1997-07-03 22:04:26	1997	"07"	"1997-07-03"	38441	0	0	0
"306"	199804	"DAVID STARR JORDAN"	"JD"	51	1998-04-05 04:00:01	31.092	-121.096	16.223	32.727	9.36	266.893	0.64	1998-04-05 04:30:02	31.0551	-121.1748	16.196	32.724	12.08	290.2711	0.64	0	0	0	0	0	24	NA	"t"	1998-04-05 04:00:01	1998	"04"	"1998-04-05"	38441	0	0	0
"307"	199805	"DAVID STARR JORDAN"	"JD"	52	1998-05-02 16:09:00	34.687	-121.1301	12.849	32.981	9.2	141.8611	0.64	1998-05-02 16:30:01	34.7373	-121.1615	13.264	32.834	10.5	146.2046	0.64	281	0	NA	0	2	6	"2 se's, S-V-XI"	"t"	1998-05-02 16:09:00	1998	"05"	"1998-05-02"	38441	281	0	140.5
"308"	199707	"DAVID STARR JORDAN"	"JD"	52	1997-07-03 22:34:11	30.9172	-121.4594	17.076	33.391	18.79	333.5247	0.64	1997-07-03 23:04:12	30.8757	-121.5364	16.943	33.449	14.31	357.159	0.64	0	0	0	0	NA	28	NA	"t"	1997-07-03 22:34:11	1997	"07"	"1997-07-03"	38441	0	0	0
"309"	199804	"DAVID STARR JORDAN"	"JD"	52	1998-04-05 04:30:02	31.0551	-121.1748	16.196	32.724	12.08	290.2711	0.64	1998-04-05 05:00:01	31.0144	-121.2541	16.184	32.727	11.08	282.6875	0.64	0	0	0	0	0	20	NA	"t"	1998-04-05 04:30:02	1998	"04"	"1998-04-05"	38441	0	0	0
"310"	199806	"DAVID STARR JORDAN"	"JD"	52	1998-06-14 02:10:17	34.5494	-120.6654	14.99	33.161	17.68	353.5053	0.64	1998-06-14 02:11:57	34.5488	-120.6655	14.997	33.131	17.12	354.3116	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 02:10:17	1998	"06"	"1998-06-14"	38441	0	0	0
"311"	199802	"DAVID STARR JORDAN"	"JD"	52	1998-01-25 22:30:09	30.9296	-121.4485	16.377	33.391	13.52	340.1091	0.64	1998-01-25 23:00:09	30.8872	-121.5266	16.377	33.423	12.13	349.3094	0.64	0	0	NA	0	0	1	NA	"t"	1998-01-25 22:30:09	1998	"01"	"1998-01-25"	38441	0	0	0
"312"	199803	"DAVID STARR JORDAN"	"JD"	52	1998-02-20 12:30:01	34.0704	-119.1	15.114	32.231	7.82	348.4666	0.64	1998-02-20 12:40:13	34.0567	-119.1081	15.279	32.547	6.11	0.4543	0.64	0	20	0	0	0	9	NA	"t"	1998-02-20 12:30:01	1998	"02"	"1998-02-20"	38441	0	20	10
"313"	199802	"DAVID STARR JORDAN"	"JD"	53	1998-01-25 23:00:09	30.8872	-121.5266	16.377	33.423	12.13	349.3094	0.64	1998-01-25 23:24:17	30.8481	-121.5868	15.926	33.333	13.38	356.8229	0.64	0	0	NA	0	0	1	NA	"t"	1998-01-25 23:00:09	1998	"01"	"1998-01-25"	38441	0	0	0
"314"	199806	"DAVID STARR JORDAN"	"JD"	53	1998-06-14 02:24:32	34.5548	-120.6718	14.725	33.096	13.88	354.1536	0.64	1998-06-14 02:26:14	34.5542	-120.672	14.703	33.104	13.61	353.117	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 02:24:32	1998	"06"	"1998-06-14"	38441	0	0	0
"315"	199803	"DAVID STARR JORDAN"	"JD"	53	1998-02-20 12:40:13	34.0567	-119.1081	15.279	32.547	6.11	0.4543	0.64	1998-02-20 12:50:01	34.0513	-119.0936	15.151	32.396	7.49	329.0688	0.64	0	23	0	0	0	9	NA	"t"	1998-02-20 12:40:13	1998	"02"	"1998-02-20"	38441	0	23	11.5
"316"	199805	"DAVID STARR JORDAN"	"JD"	53	1998-05-02 16:30:01	34.7373	-121.1615	13.264	32.834	10.5	146.2046	0.64	1998-05-02 16:45:04	34.7747	-121.1837	13.342	32.768	10.71	142.6557	0.64	230	0	NA	0	1	2	"1 se, S-VI-XI"	"t"	1998-05-02 16:30:01	1998	"05"	"1998-05-02"	38441	230	0	115
"317"	199707	"DAVID STARR JORDAN"	"JD"	53	1997-07-03 23:04:12	30.8757	-121.5364	16.943	33.449	14.31	357.159	0.64	1997-07-03 23:25:30	30.8456	-121.5893	16.98	33.371	16.16	353.3503	0.64	0	0	0	0	NA	11	NA	"t"	1997-07-03 23:04:12	1997	"07"	"1997-07-03"	38441	0	0	0
"318"	199804	"DAVID STARR JORDAN"	"JD"	53	1998-04-05 05:00:01	31.0144	-121.2541	16.184	32.727	11.08	282.6875	0.64	1998-04-05 05:30:01	30.9738	-121.3348	16.159	32.733	9.62	299.2449	0.64	0	0	0	0	0	24	NA	"t"	1998-04-05 05:00:01	1998	"04"	"1998-04-05"	38441	0	0	0
"319"	199707	"DAVID STARR JORDAN"	"JD"	54	1997-07-04 02:35:24	30.8479	-121.5888	17.002	33.431	12.19	359.3139	0.64	1997-07-04 03:04:11	30.8109	-121.6612	17.055	33.316	14.91	351.5663	0.64	0	0	0	0	NA	7	NA	"t"	1997-07-04 02:35:24	1997	"07"	"1997-07-04"	38441	0	0	0
"320"	199804	"DAVID STARR JORDAN"	"JD"	54	1998-04-05 05:30:01	30.9738	-121.3348	16.159	32.733	9.62	299.2449	0.64	1998-04-05 06:00:02	30.9328	-121.4174	16.291	32.781	8.68	304.0355	0.64	0	0	0	0	0	28	NA	"t"	1998-04-05 05:30:01	1998	"04"	"1998-04-05"	38441	0	0	0
"321"	199806	"DAVID STARR JORDAN"	"JD"	54	1998-06-14 02:39:10	34.5611	-120.6798	14.254	33.135	13.5	354.2212	0.64	1998-06-14 02:40:55	34.5603	-120.68	14.264	33.153	12.07	358.7318	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 02:39:10	1998	"06"	"1998-06-14"	38441	0	0	0
"322"	199805	"DAVID STARR JORDAN"	"JD"	54	1998-05-02 16:45:04	34.7747	-121.1837	13.342	32.768	10.71	142.6557	0.64	1998-05-02 17:00:04	34.8136	-121.2061	13.317	32.78	10.92	142.0572	0.64	245	0	NA	0	1	3	"1 se.  S-IV-XI, mostly late"	"t"	1998-05-02 16:45:04	1998	"05"	"1998-05-02"	38441	245	0	122.5
"323"	199802	"DAVID STARR JORDAN"	"JD"	54	1998-01-26 01:47:31	30.857	-121.5975	15.936	33.331	10.75	0.9843	0.64	1998-01-26 02:30:10	30.8026	-121.7035	16.162	33.357	10.1	346.6751	0.64	0	0	NA	0	0	3	NA	"t"	1998-01-26 01:47:31	1998	"01"	"1998-01-26"	38441	0	0	0
"324"	199803	"DAVID STARR JORDAN"	"JD"	54	1998-02-20 12:50:01	34.0513	-119.0936	15.151	32.396	7.49	329.0688	0.64	1998-02-20 13:00:01	34.0459	-119.0781	15.09	32.299	8.27	319.7997	0.64	0	12	0	0	0	6	NA	"t"	1998-02-20 12:50:01	1998	"02"	"1998-02-20"	38441	0	12	6
"325"	199802	"DAVID STARR JORDAN"	"JD"	55	1998-01-26 02:30:10	30.8026	-121.7035	16.162	33.357	10.1	346.6751	0.64	1998-01-26 03:00:11	30.7594	-121.7842	16.667	33.495	9.33	355.9113	0.64	0	0	NA	0	0	6	NA	"t"	1998-01-26 02:30:10	1998	"01"	"1998-01-26"	38441	0	0	0
"326"	199805	"DAVID STARR JORDAN"	"JD"	55	1998-05-02 17:00:04	34.8136	-121.2061	13.317	32.78	10.92	142.0572	0.64	1998-05-02 17:15:05	34.8534	-121.2261	13.205	32.863	11.35	145.9151	0.64	240	0	NA	0	3	7	"3 se. S-IV-XI most late"	"t"	1998-05-02 17:00:04	1998	"05"	"1998-05-02"	38441	240	0	120
"327"	199806	"DAVID STARR JORDAN"	"JD"	55	1998-06-14 03:08:02	34.5825	-120.6793	14.141	33.135	11.15	1.5586	0.64	1998-06-14 03:09:30	34.5822	-120.6795	14.04	33.149	10.77	4.8025	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 03:08:02	1998	"06"	"1998-06-14"	38441	0	0	0
"328"	199707	"DAVID STARR JORDAN"	"JD"	55	1997-07-04 03:04:11	30.8109	-121.6612	17.055	33.316	14.91	351.5663	0.64	1997-07-04 03:34:14	30.7707	-121.741	16.996	33.328	17.63	341.6341	0.64	0	0	0	0	NA	11	NA	"t"	1997-07-04 03:04:11	1997	"07"	"1997-07-04"	38441	0	0	0
"329"	199803	"DAVID STARR JORDAN"	"JD"	55	1998-02-20 13:00:01	34.0459	-119.0781	15.09	32.299	8.27	319.7997	0.64	1998-02-20 13:10:00	34.0404	-119.0625	15.396	33.244	10.24	305.5353	0.64	0	38	0	0	0	2	NA	"t"	1998-02-20 13:00:01	1998	"02"	"1998-02-20"	38441	0	38	19
"330"	199804	"DAVID STARR JORDAN"	"JD"	55	1998-04-05 06:00:02	30.9328	-121.4174	16.291	32.781	8.68	304.0355	0.64	1998-04-05 06:30:01	30.8911	-121.5001	16.251	32.784	7.21	279.7026	0.64	0	0	0	0	0	32	NA	"t"	1998-04-05 06:00:02	1998	"04"	"1998-04-05"	38441	0	0	0
"331"	199804	"DAVID STARR JORDAN"	"JD"	56	1998-04-05 06:30:01	30.8911	-121.5001	16.251	32.784	7.21	279.7026	0.64	1998-04-05 07:00:02	30.85	-121.5831	16.191	32.733	5.39	295.1747	0.64	0	0	0	0	1	28	"1 squid egg"	"t"	1998-04-05 06:30:01	1998	"04"	"1998-04-05"	38441	0	0	0
"332"	199805	"DAVID STARR JORDAN"	"JD"	56	1998-05-02 17:15:05	34.8534	-121.2261	13.205	32.863	11.35	145.9151	0.64	1998-05-02 17:30:04	34.8908	-121.249	12.923	33.026	9.22	147.2315	0.64	246	0	NA	0	1	2	"1 se, S-II-XI"	"t"	1998-05-02 17:15:05	1998	"05"	"1998-05-02"	38441	246	0	123
"333"	199803	"DAVID STARR JORDAN"	"JD"	56	1998-02-20 13:10:00	34.0404	-119.0625	15.396	33.244	10.24	305.5353	0.64	1998-02-20 13:20:01	34.0353	-119.047	15.613	33.27	11.71	301.2029	0.64	0	42	0	0	0	0	NA	"t"	1998-02-20 13:10:00	1998	"02"	"1998-02-20"	38441	0	42	21
"334"	199707	"DAVID STARR JORDAN"	"JD"	56	1997-07-04 03:34:14	30.7707	-121.741	16.996	33.328	17.63	341.6341	0.64	1997-07-04 04:04:10	30.7313	-121.8211	17.092	33.347	16.26	345.8816	0.64	0	0	0	0	NA	29	NA	"t"	1997-07-04 03:34:14	1997	"07"	"1997-07-04"	38441	0	0	0
"335"	199806	"DAVID STARR JORDAN"	"JD"	56	1998-06-14 03:22:05	34.5913	-120.6767	14.047	33.19	9.24	12.7039	0.64	1998-06-14 03:24:14	34.5906	-120.6769	13.783	33.144	11.38	8.5949	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 03:22:05	1998	"06"	"1998-06-14"	38441	0	0	0
"336"	199802	"DAVID STARR JORDAN"	"JD"	56	1998-01-26 03:00:11	30.7594	-121.7842	16.667	33.495	9.33	355.9113	0.64	1998-01-26 03:30:11	30.7139	-121.866	16.746	33.449	9.29	26.8875	0.64	0	0	NA	0	0	6	NA	"t"	1998-01-26 03:00:11	1998	"01"	"1998-01-26"	38441	0	0	0
"337"	199802	"DAVID STARR JORDAN"	"JD"	57	1998-01-26 03:30:11	30.7139	-121.866	16.746	33.449	9.29	26.8875	0.64	1998-01-26 04:00:12	30.6713	-121.948	16.935	33.477	10.91	326.7032	0.64	0	0	NA	0	0	3	NA	"t"	1998-01-26 03:30:11	1998	"01"	"1998-01-26"	38441	0	0	0
"338"	199805	"DAVID STARR JORDAN"	"JD"	57	1998-05-02 17:30:04	34.8908	-121.249	12.923	33.026	9.22	147.2315	0.64	1998-05-02 17:45:04	34.9268	-121.2709	12.454	33.226	11	162.6845	0.64	384	0	NA	0	3	2	"3 se's.  S-II-XI"	"t"	1998-05-02 17:30:04	1998	"05"	"1998-05-02"	38441	384	0	192
"339"	199803	"DAVID STARR JORDAN"	"JD"	57	1998-02-20 13:20:01	34.0353	-119.047	15.613	33.27	11.71	301.2029	0.64	1998-02-20 13:30:00	34.029	-119.0322	15.643	33.221	13.45	295.9435	0.64	0	4	0	0	0	0	NA	"t"	1998-02-20 13:20:01	1998	"02"	"1998-02-20"	38441	0	4	2
"340"	199707	"DAVID STARR JORDAN"	"JD"	57	1997-07-04 04:04:10	30.7313	-121.8211	17.092	33.347	16.26	345.8816	0.64	1997-07-04 04:34:12	30.6924	-121.9018	17.122	33.312	13.09	5.8155	0.64	0	0	0	0	NA	20	NA	"t"	1997-07-04 04:04:10	1997	"07"	"1997-07-04"	38441	0	0	0
"341"	199806	"DAVID STARR JORDAN"	"JD"	57	1998-06-14 03:35:37	34.5997	-120.6756	14.077	33.182	9.62	8.0446	0.64	1998-06-14 03:36:45	34.5993	-120.6758	13.908	33.214	8.8	11.1699	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 03:35:37	1998	"06"	"1998-06-14"	38441	0	0	0
"342"	199804	"DAVID STARR JORDAN"	"JD"	57	1998-04-05 08:50:03	30.8523	-121.6255	16.209	32.746	3.62	224.9786	0.64	1998-04-05 09:30:02	30.7937	-121.7337	16.285	32.758	2.18	248.655	0.64	0	0	0	0	0	47	NA	"t"	1998-04-05 08:50:03	1998	"04"	"1998-04-05"	38441	0	0	0
"343"	199804	"DAVID STARR JORDAN"	"JD"	58	1998-04-05 09:30:02	30.7937	-121.7337	16.285	32.758	2.18	248.655	0.64	1998-04-05 10:00:01	30.75	-121.8144	16.183	32.74	2.55	189.9378	0.64	0	0	0	0	0	16	NA	"t"	1998-04-05 09:30:02	1998	"04"	"1998-04-05"	38441	0	0	0
"344"	199707	"DAVID STARR JORDAN"	"JD"	58	1997-07-04 04:34:12	30.6924	-121.9018	17.122	33.312	13.09	5.8155	0.64	1997-07-04 05:04:14	30.6512	-121.9842	17.205	33.32	16.51	343.1581	0.64	0	0	0	0	NA	40	NA	"t"	1997-07-04 04:34:12	1997	"07"	"1997-07-04"	38441	0	0	0
"345"	199802	"DAVID STARR JORDAN"	"JD"	58	1998-01-26 04:00:12	30.6713	-121.948	16.935	33.477	10.91	326.7032	0.64	1998-01-26 04:30:54	30.6293	-122.0316	16.926	33.472	10.86	7.0777	0.64	0	0	NA	0	0	8	NA	"t"	1998-01-26 04:00:12	1998	"01"	"1998-01-26"	38441	0	0	0
"346"	199806	"DAVID STARR JORDAN"	"JD"	58	1998-06-14 03:49:54	34.6074	-120.674	13.923	33.211	7.98	359.0184	0.64	1998-06-14 03:51:29	34.607	-120.6741	13.795	33.19	8.34	3.0534	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 03:49:54	1998	"06"	"1998-06-14"	38441	0	0	0
"347"	199805	"DAVID STARR JORDAN"	"JD"	58	1998-05-02 17:45:04	34.9268	-121.2709	12.454	33.226	11	162.6845	0.64	1998-05-02 18:00:04	34.9613	-121.2865	12.4	33.278	8.49	154.8853	0.64	427	0	NA	0	1	1	"1 se.  S-I-XI"	"t"	1998-05-02 17:45:04	1998	"05"	"1998-05-02"	38441	427	0	213.5
"348"	199803	"DAVID STARR JORDAN"	"JD"	58	1998-02-20 13:30:00	34.029	-119.0322	15.643	33.221	13.45	295.9435	0.64	1998-02-20 13:40:00	34.0242	-119.0162	15.668	33.299	9.79	285.2835	0.64	0	3	0	0	0	2	NA	"t"	1998-02-20 13:30:00	1998	"02"	"1998-02-20"	38441	0	3	1.5
"349"	199802	"DAVID STARR JORDAN"	"JD"	59	1998-01-26 04:30:54	30.6293	-122.0316	16.926	33.472	10.86	7.0777	0.64	1998-01-26 05:00:15	30.5902	-122.1117	17.025	33.478	6.54	358.9919	0.64	0	0	NA	0	0	2	NA	"t"	1998-01-26 04:30:54	1998	"01"	"1998-01-26"	38441	0	0	0
"350"	199806	"DAVID STARR JORDAN"	"JD"	59	1998-06-14 04:05:24	34.6163	-120.6706	14.011	33.225	8.8	348.4042	0.64	1998-06-14 04:06:49	34.6159	-120.6707	14.011	33.223	6.62	354.6426	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 04:05:24	1998	"06"	"1998-06-14"	38441	0	0	0
"351"	199707	"DAVID STARR JORDAN"	"JD"	59	1997-07-04 05:04:14	30.6512	-121.9842	17.205	33.32	16.51	343.1581	0.64	1997-07-04 05:35:39	30.6075	-122.068	17.256	33.328	15.29	346.577	0.64	0	0	0	0	NA	116	NA	"t"	1997-07-04 05:04:14	1997	"07"	"1997-07-04"	38441	0	0	0
"352"	199805	"DAVID STARR JORDAN"	"JD"	59	1998-05-02 18:00:04	34.9613	-121.2865	12.4	33.278	8.49	154.8853	0.64	1998-05-02 18:15:03	34.9921	-121.308	13.285	32.872	8.47	152.9832	0.64	113	0	NA	0	2	3	"2 se, S-II-XI"	"t"	1998-05-02 18:00:04	1998	"05"	"1998-05-02"	38441	113	0	56.5
"353"	199803	"DAVID STARR JORDAN"	"JD"	59	1998-02-20 13:40:00	34.0242	-119.0162	15.668	33.299	9.79	285.2835	0.64	1998-02-20 13:50:01	34.0185	-119.0005	15.654	33.321	16.07	314.7944	0.64	0	3	0	0	0	0	NA	"t"	1998-02-20 13:40:00	1998	"02"	"1998-02-20"	38441	0	3	1.5
"354"	199804	"DAVID STARR JORDAN"	"JD"	59	1998-04-05 10:00:01	30.75	-121.8144	16.183	32.74	2.55	189.9378	0.64	1998-04-05 10:30:02	30.7068	-121.8951	16.161	32.728	2.55	258.8185	0.64	0	0	0	0	0	29	NA	"t"	1998-04-05 10:00:01	1998	"04"	"1998-04-05"	38441	0	0	0
"355"	199803	"DAVID STARR JORDAN"	"JD"	60	1998-02-20 13:50:01	34.0185	-119.0005	15.654	33.321	16.07	314.7944	0.64	1998-02-20 14:00:01	34.0129	-118.9844	15.593	33.299	10.57	322.2109	0.64	0	17	0	0	0	0	NA	"t"	1998-02-20 13:50:01	1998	"02"	"1998-02-20"	38441	0	17	8.5
"356"	199707	"DAVID STARR JORDAN"	"JD"	60	1997-07-04 05:35:39	30.6075	-122.068	17.256	33.328	15.29	346.577	0.64	1997-07-04 06:04:47	30.5683	-122.1455	17.262	33.259	15.14	5.9092	0.64	0	0	0	0	NA	89	NA	"t"	1997-07-04 05:35:39	1997	"07"	"1997-07-04"	38441	0	0	0
"357"	199806	"DAVID STARR JORDAN"	"JD"	60	1998-06-14 04:22:52	34.6193	-120.6911	13.467	33.21	12.01	339.8047	0.64	1998-06-14 04:24:43	34.6187	-120.691	13.449	33.223	9.08	349.1525	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 04:22:52	1998	"06"	"1998-06-14"	38441	0	0	0
"358"	199805	"DAVID STARR JORDAN"	"JD"	60	1998-05-02 18:15:03	34.9921	-121.308	13.285	32.872	8.47	152.9832	0.64	1998-05-02 18:30:04	35.0257	-121.3291	13.359	32.842	10.21	147.1425	0.64	350	0	NA	0	2	0	"2 se.  S-I-XI"	"t"	1998-05-02 18:15:03	1998	"05"	"1998-05-02"	38441	350	0	175
"359"	199802	"DAVID STARR JORDAN"	"JD"	60	1998-01-26 05:00:15	30.5902	-122.1117	17.025	33.478	6.54	358.9919	0.64	1998-01-26 05:30:11	30.5486	-122.1905	16.935	33.479	7.96	34.0036	0.64	0	0	NA	0	0	11	NA	"t"	1998-01-26 05:00:15	1998	"01"	"1998-01-26"	38441	0	0	0
"360"	199804	"DAVID STARR JORDAN"	"JD"	60	1998-04-05 10:30:02	30.7068	-121.8951	16.161	32.728	2.55	258.8185	0.64	1998-04-05 11:00:02	30.6644	-121.9741	16.161	32.683	5.01	75.0171	0.64	0	0	0	0	0	35	NA	"t"	1998-04-05 10:30:02	1998	"04"	"1998-04-05"	38441	0	0	0
"361"	199802	"DAVID STARR JORDAN"	"JD"	61	1998-01-26 05:30:11	30.5486	-122.1905	16.935	33.479	7.96	34.0036	0.64	1998-01-26 05:55:12	30.5137	-122.2571	16.984	33.478	6.72	34.2177	0.64	0	0	NA	0	0	5	NA	"t"	1998-01-26 05:30:11	1998	"01"	"1998-01-26"	38441	0	0	0
"362"	199806	"DAVID STARR JORDAN"	"JD"	61	1998-06-14 04:36:51	34.6108	-120.6923	13.485	33.193	12.14	340.4886	0.64	1998-06-14 04:38:47	34.6103	-120.6924	13.439	33.218	11.84	344.7572	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-14 04:36:51	1998	"06"	"1998-06-14"	38441	0	0	0
