"cruise"	"ship"	"ship_code"	"sample_number"	"time_UTC"	"latitude_degrees_north"	"longitude_degrees_east"	"start_temperature_degC"	"start_salinity_psu"	"start_wind_speed_knots"	"start_wind_direction_degrees"	"start_pump_speed_M3PerMin"	"stop_time_UTC"	"stop_latitude_degrees_north"	"stop_longitude_degrees_east"	"stop_temperature_degC"	"stop_salinity_psu"	"stop_wind_speed_knots"	"stop_wind_direction_degrees"	"stop_pump_speed_m3PerMin"	"sardine_eggs_count"	"anchovy_eggs_count"	"jack_mackerel_eggs_count"	"hake_eggs_count"	"squid_eggs_count"	"other_fish_eggs_count"	"comments"	"resorted"	"DateTime"	"YYYY"	"MM"	"DateEdit"	"AnchSard"	"Sard"	"Anch"	"SardAnch"
"2028"	199803	"DAVID STARR JORDAN"	"JD"	383	1998-02-24 15:20:03	33.9623	-120.4628	14.862	32.951	28.76	340.0785	0.64	1998-02-24 15:30:02	33.9643	-120.4783	14.885	32.947	28.13	334.0954	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 15:20:03	1998	"02"	"1998-02-24"	38441	0	0	0
"2029"	199803	"DAVID STARR JORDAN"	"JD"	384	1998-02-24 15:30:02	33.9643	-120.4783	14.885	32.947	28.13	334.0954	0.64	1998-02-24 15:40:03	33.9713	-120.4865	14.911	32.943	23.12	326.1443	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 15:30:02	1998	"02"	"1998-02-24"	38441	0	0	0
"2030"	199802	"DAVID STARR JORDAN"	"JD"	384	1998-02-08 07:00:03	33.5908	-122.3052	15.808	33.26	12.72	247.492	0.64	1998-02-08 07:30:03	33.5559	-122.3767	15.825	33.268	18.27	262.5052	0.64	0	0	NA	0	0	0	NA	"t"	1998-02-08 07:00:03	1998	"02"	"1998-02-08"	38441	0	0	0
"2031"	199806	"DAVID STARR JORDAN"	"JD"	384	1998-06-17 17:20:15	34.0377	-119.3621	16.592	33.288	1.02	344.5652	0.64	1998-06-17 17:30:14	34.036	-119.378	16.516	33.34	1.73	214.0699	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 17:20:15	1998	"06"	"1998-06-17"	38441	0	0	0
"2032"	199707	"DAVID STARR JORDAN"	"JD"	384	1997-07-14 22:34:17	32.8635	-123.81	19.062	33.178	6.25	329.4336	0.64	1997-07-14 23:08:07	32.8172	-123.9068	19.221	33.154	5.1	338.9671	0.64	0	0	0	0	NA	1	NA	"t"	1997-07-14 22:34:17	1997	"07"	"1997-07-14"	38441	0	0	0
"2033"	199804	"DAVID STARR JORDAN"	"JD"	384	1998-04-15 14:30:02	33.9664	-121.5313	14.366	33.217	17.62	332.2978	0.64	1998-04-15 15:00:04	33.9229	-121.6217	14.291	33.167	11.55	317.9353	0.64	0	0	0	0	5	0	"5 se"	"t"	1998-04-15 14:30:02	1998	"04"	"1998-04-15"	38441	0	0	0
"2034"	199806	"DAVID STARR JORDAN"	"JD"	385	1998-06-17 17:30:14	34.036	-119.378	16.516	33.34	1.73	214.0699	0.64	1998-06-17 17:40:15	34.0311	-119.3942	16.616	33.322	1.54	32.1738	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 17:30:14	1998	"06"	"1998-06-17"	38441	0	0	0
"2035"	199804	"DAVID STARR JORDAN"	"JD"	385	1998-04-15 15:00:04	33.9229	-121.6217	14.291	33.167	11.55	317.9353	0.64	1998-04-15 15:30:03	33.8804	-121.71	14.409	33.188	16.5	319.7276	0.64	0	0	0	0	1	0	"1 se"	"t"	1998-04-15 15:00:04	1998	"04"	"1998-04-15"	38441	0	0	0
"2036"	199803	"DAVID STARR JORDAN"	"JD"	385	1998-02-24 15:40:03	33.9713	-120.4865	14.911	32.943	23.12	326.1443	0.64	1998-02-24 15:50:03	33.9895	-120.4822	14.862	32.957	29.29	344.5427	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 15:40:03	1998	"02"	"1998-02-24"	38441	0	0	0
"2037"	199707	"DAVID STARR JORDAN"	"JD"	385	1997-07-15 01:41:21	32.8241	-123.9275	18.849	33.049	6.75	330.7639	0.64	1997-07-15 02:04:15	32.878	-123.9636	18.771	33.159	8.53	321.334	0.64	0	0	0	0	NA	16	NA	"t"	1997-07-15 01:41:21	1997	"07"	"1997-07-15"	38441	0	0	0
"2038"	199802	"DAVID STARR JORDAN"	"JD"	385	1998-02-08 07:30:03	33.5559	-122.3767	15.825	33.268	18.27	262.5052	0.64	1998-02-08 08:00:03	33.5235	-122.4509	15.814	33.268	18.57	253.4747	0.64	0	0	NA	0	0	0	NA	"t"	1998-02-08 07:30:03	1998	"02"	"1998-02-08"	38441	0	0	0
"2039"	199707	"DAVID STARR JORDAN"	"JD"	386	1997-07-15 02:04:15	32.878	-123.9636	18.771	33.159	8.53	321.334	0.64	1997-07-15 02:34:29	32.9466	-124.0136	18.86	33.149	5.87	323.1292	0.64	0	0	0	0	NA	5	NA	"t"	1997-07-15 02:04:15	1997	"07"	"1997-07-15"	38441	0	0	0
"2040"	199803	"DAVID STARR JORDAN"	"JD"	386	1998-02-24 15:50:03	33.9895	-120.4822	14.862	32.957	29.29	344.5427	0.64	1998-02-24 16:00:02	34.0048	-120.4766	14.997	33.048	19.97	334.3186	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 15:50:03	1998	"02"	"1998-02-24"	38441	0	0	0
"2041"	199802	"DAVID STARR JORDAN"	"JD"	386	1998-02-08 08:00:03	33.5235	-122.4509	15.814	33.268	18.57	253.4747	0.64	1998-02-08 08:30:03	33.4888	-122.5228	15.807	33.273	19.14	269.292	0.64	0	0	NA	0	0	0	NA	"t"	1998-02-08 08:00:03	1998	"02"	"1998-02-08"	38441	0	0	0
"2042"	199804	"DAVID STARR JORDAN"	"JD"	386	1998-04-15 15:30:03	33.8804	-121.71	14.409	33.188	16.5	319.7276	0.64	1998-04-15 16:00:01	33.8381	-121.7985	14.376	33.207	15.48	313.2935	0.64	0	0	0	0	2	0	"2 se"	"t"	1998-04-15 15:30:03	1998	"04"	"1998-04-15"	38441	0	0	0
"2043"	199806	"DAVID STARR JORDAN"	"JD"	386	1998-06-17 17:40:15	34.0311	-119.3942	16.616	33.322	1.54	32.1738	0.64	1998-06-17 17:50:15	34.0304	-119.4113	16.612	33.344	1.07	222.8946	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 17:40:15	1998	"06"	"1998-06-17"	38441	0	0	0
"2044"	199804	"DAVID STARR JORDAN"	"JD"	387	1998-04-15 16:00:01	33.8381	-121.7985	14.376	33.207	15.48	313.2935	0.64	1998-04-15 16:17:02	33.8163	-121.8433	14.287	33.091	15.74	308.0697	0.64	0	0	0	0	4	0	"4 se; Arr sta 80.70"	"t"	1998-04-15 16:00:01	1998	"04"	"1998-04-15"	38441	0	0	0
"2045"	199707	"DAVID STARR JORDAN"	"JD"	387	1997-07-15 02:34:29	32.9466	-124.0136	18.86	33.149	5.87	323.1292	0.64	1997-07-15 03:04:17	33.0142	-124.0576	19.106	33.225	8.73	344.904	0.64	0	0	0	0	NA	137	NA	"t"	1997-07-15 02:34:29	1997	"07"	"1997-07-15"	38441	0	0	0
"2046"	199802	"DAVID STARR JORDAN"	"JD"	387	1998-02-08 10:39:01	33.4716	-122.5509	15.807	33.273	17.35	275.9652	0.64	1998-02-08 11:00:05	33.4542	-122.6004	15.783	33.275	12.62	306.747	0.64	0	0	NA	0	0	0	NA	"t"	1998-02-08 10:39:01	1998	"02"	"1998-02-08"	38441	0	0	0
"2047"	199803	"DAVID STARR JORDAN"	"JD"	387	1998-02-24 16:00:02	34.0048	-120.4766	14.997	33.048	19.97	334.3186	0.64	1998-02-24 16:10:02	34.0038	-120.4599	14.978	33.077	16.27	322.7843	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 16:00:02	1998	"02"	"1998-02-24"	38441	0	0	0
"2048"	199806	"DAVID STARR JORDAN"	"JD"	387	1998-06-17 17:50:15	34.0304	-119.4113	16.612	33.344	1.07	222.8946	0.64	1998-06-17 18:00:15	34.0356	-119.4273	16.483	33.296	3.58	305.5365	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 17:50:15	1998	"06"	"1998-06-17"	38441	0	0	0
"2049"	199803	"DAVID STARR JORDAN"	"JD"	388	1998-02-24 16:10:02	34.0038	-120.4599	14.978	33.077	16.27	322.7843	0.64	1998-02-24 16:20:02	34.0021	-120.4422	14.989	33.055	20.59	322.4447	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 16:10:02	1998	"02"	"1998-02-24"	38441	0	0	0
"2050"	199707	"DAVID STARR JORDAN"	"JD"	388	1997-07-15 03:04:17	33.0142	-124.0576	19.106	33.225	8.73	344.904	0.64	1997-07-15 03:34:17	33.0823	-124.1008	19.007	33.281	10.31	335.2631	0.64	0	0	1	0	NA	220	NA	"t"	1997-07-15 03:04:17	1997	"07"	"1997-07-15"	38441	0	0	0
"2051"	199802	"DAVID STARR JORDAN"	"JD"	388	1998-02-08 11:00:05	33.4542	-122.6004	15.783	33.275	12.62	306.747	0.64	1998-02-08 11:30:03	33.4234	-122.6667	15.815	33.274	11.11	310.9825	0.64	0	0	NA	0	0	0	NA	"t"	1998-02-08 11:00:05	1998	"02"	"1998-02-08"	38441	0	0	0
"2052"	199804	"DAVID STARR JORDAN"	"JD"	388	1998-04-15 19:15:11	33.8121	-121.852	14.299	33.054	12.99	327.9588	0.64	1998-04-15 19:30:13	33.7929	-121.8912	14.421	33.034	15.32	324.0539	0.64	0	0	0	0	3	0	"3 se"	"t"	1998-04-15 19:15:11	1998	"04"	"1998-04-15"	38441	0	0	0
"2053"	199806	"DAVID STARR JORDAN"	"JD"	388	1998-06-17 18:00:15	34.0356	-119.4273	16.483	33.296	3.58	305.5365	0.64	1998-06-17 18:10:14	34.0342	-119.4446	16.304	33.363	2.67	240.761	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 18:00:15	1998	"06"	"1998-06-17"	38441	0	0	0
"2054"	199804	"DAVID STARR JORDAN"	"JD"	389	1998-04-15 19:30:13	33.7929	-121.8912	14.421	33.034	15.32	324.0539	0.64	1998-04-15 20:00:02	33.752	-121.977	14.692	33.145	17.4	317.3405	0.64	0	0	0	0	0	0	"Part of one red crab."	"t"	1998-04-15 19:30:13	1998	"04"	"1998-04-15"	38441	0	0	0
"2055"	199803	"DAVID STARR JORDAN"	"JD"	389	1998-02-24 16:20:02	34.0021	-120.4422	14.989	33.055	20.59	322.4447	0.64	1998-02-24 16:30:02	33.9997	-120.4252	15.213	33.135	20.29	323.2417	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 16:20:02	1998	"02"	"1998-02-24"	38441	0	0	0
"2056"	199806	"DAVID STARR JORDAN"	"JD"	389	1998-06-17 18:10:14	34.0342	-119.4446	16.304	33.363	2.67	240.761	0.64	1998-06-17 18:20:28	34.0231	-119.4497	16.373	33.335	4.36	224.6597	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 18:10:14	1998	"06"	"1998-06-17"	38441	0	0	0
"2057"	199707	"DAVID STARR JORDAN"	"JD"	389	1997-07-15 03:34:17	33.0823	-124.1008	19.007	33.281	10.31	335.2631	0.64	1997-07-15 04:04:18	33.1474	-124.1468	18.82	33.212	8.16	309.803	0.64	0	0	1	0	NA	80	NA	"t"	1997-07-15 03:34:17	1997	"07"	"1997-07-15"	38441	0	0	0
"2058"	199802	"DAVID STARR JORDAN"	"JD"	389	1998-02-08 11:30:03	33.4234	-122.6667	15.815	33.274	11.11	310.9825	0.64	1998-02-08 12:00:08	33.3917	-122.7292	15.787	33.256	12.09	297.2583	0.64	0	0	NA	0	0	0	NA	"t"	1998-02-08 11:30:03	1998	"02"	"1998-02-08"	38441	0	0	0
"2059"	199803	"DAVID STARR JORDAN"	"JD"	390	1998-02-24 16:30:02	33.9997	-120.4252	15.213	33.135	20.29	323.2417	0.64	1998-02-24 16:40:02	33.9976	-120.4076	15.211	33.119	27.06	306.3319	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 16:30:02	1998	"02"	"1998-02-24"	38441	0	0	0
"2060"	199707	"DAVID STARR JORDAN"	"JD"	390	1997-07-15 04:04:18	33.1474	-124.1468	18.82	33.212	8.16	309.803	0.64	1997-07-15 04:34:17	33.2124	-124.1922	18.709	33.18	10.46	340.0331	0.64	0	0	0	0	NA	70	NA	"t"	1997-07-15 04:04:18	1997	"07"	"1997-07-15"	38441	0	0	0
"2061"	199806	"DAVID STARR JORDAN"	"JD"	390	1998-06-17 18:20:28	34.0231	-119.4497	16.373	33.335	4.36	224.6597	0.64	1998-06-17 18:30:30	34.0272	-119.4351	16.38	33.313	5.14	261.9734	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 18:20:28	1998	"06"	"1998-06-17"	38441	0	0	0
"2062"	199802	"DAVID STARR JORDAN"	"JD"	390	1998-02-08 12:00:08	33.3917	-122.7292	15.787	33.256	12.09	297.2583	0.64	1998-02-08 12:30:04	33.3611	-122.7877	15.793	33.249	9.64	295.3611	0.64	0	0	NA	0	1	0	"1-se"	"t"	1998-02-08 12:00:08	1998	"02"	"1998-02-08"	38441	0	0	0
"2063"	199804	"DAVID STARR JORDAN"	"JD"	390	1998-04-15 20:00:02	33.752	-121.977	14.692	33.145	17.4	317.3405	0.64	1998-04-15 20:30:01	33.711	-122.0635	14.595	33.147	12.81	328.5286	0.64	0	0	0	0	2	0	"2 squid eggs"	"t"	1998-04-15 20:00:02	1998	"04"	"1998-04-15"	38441	0	0	0
"2064"	199804	"DAVID STARR JORDAN"	"JD"	391	1998-04-15 20:30:01	33.711	-122.0635	14.595	33.147	12.81	328.5286	0.64	1998-04-15 21:00:01	33.6697	-122.1478	14.768	33.167	17.05	331.4789	0.64	0	0	0	0	1	0	"1 squid egg"	"t"	1998-04-15 20:30:01	1998	"04"	"1998-04-15"	38441	0	0	0
"2065"	199707	"DAVID STARR JORDAN"	"JD"	391	1997-07-15 04:34:17	33.2124	-124.1922	18.709	33.18	10.46	340.0331	0.64	1997-07-15 05:04:18	33.2778	-124.2401	18.763	33.207	8.86	336.9556	0.64	0	0	0	0	NA	10	NA	"t"	1997-07-15 04:34:17	1997	"07"	"1997-07-15"	38441	0	0	0
"2066"	199806	"DAVID STARR JORDAN"	"JD"	391	1998-06-17 18:30:30	34.0272	-119.4351	16.38	33.313	5.14	261.9734	0.64	1998-06-17 18:40:15	34.0261	-119.4187	16.398	33.401	1.6	267.2907	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 18:30:30	1998	"06"	"1998-06-17"	38441	0	0	0
"2067"	199802	"DAVID STARR JORDAN"	"JD"	391	1998-02-08 12:30:04	33.3611	-122.7877	15.793	33.249	9.64	295.3611	0.64	1998-02-08 13:00:06	33.3319	-122.8462	15.744	33.256	11.96	265.4193	0.64	0	0	NA	0	0	1	NA	"t"	1998-02-08 12:30:04	1998	"02"	"1998-02-08"	38441	0	0	0
"2068"	199803	"DAVID STARR JORDAN"	"JD"	391	1998-02-24 16:40:02	33.9976	-120.4076	15.211	33.119	27.06	306.3319	0.64	1998-02-24 16:50:02	33.996	-120.3894	15.1	33.052	21.09	327.3645	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 16:40:02	1998	"02"	"1998-02-24"	38441	0	0	0
"2069"	199806	"DAVID STARR JORDAN"	"JD"	392	1998-06-17 18:40:15	34.0261	-119.4187	16.398	33.401	1.6	267.2907	0.64	1998-06-17 18:50:15	34.0216	-119.4033	16.511	33.322	2.03	300.8329	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 18:40:15	1998	"06"	"1998-06-17"	38441	0	0	0
"2070"	199803	"DAVID STARR JORDAN"	"JD"	392	1998-02-24 16:50:02	33.996	-120.3894	15.1	33.052	21.09	327.3645	0.64	1998-02-24 17:00:04	33.9947	-120.3712	15.017	33.06	22.93	324.5595	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 16:50:02	1998	"02"	"1998-02-24"	38441	0	0	0
"2071"	199802	"DAVID STARR JORDAN"	"JD"	392	1998-02-08 13:00:06	33.3319	-122.8462	15.744	33.256	11.96	265.4193	0.64	1998-02-08 13:30:03	33.3053	-122.9061	15.644	33.242	12.57	259.8195	0.64	0	0	NA	0	0	0	NA	"t"	1998-02-08 13:00:06	1998	"02"	"1998-02-08"	38441	0	0	0
"2072"	199707	"DAVID STARR JORDAN"	"JD"	392	1997-07-15 05:04:18	33.2778	-124.2401	18.763	33.207	8.86	336.9556	0.64	1997-07-15 05:34:17	33.3422	-124.2899	18.686	33.239	11.49	342.0817	0.64	0	0	0	0	NA	16	NA	"t"	1997-07-15 05:04:18	1997	"07"	"1997-07-15"	38441	0	0	0
"2073"	199804	"DAVID STARR JORDAN"	"JD"	392	1998-04-15 21:00:01	33.6697	-122.1478	14.768	33.167	17.05	331.4789	0.64	1998-04-15 21:30:00	33.6285	-122.2315	14.89	33.196	17.27	323.5159	0.64	0	0	0	0	0	1	NA	"t"	1998-04-15 21:00:01	1998	"04"	"1998-04-15"	38441	0	0	0
"2074"	199804	"DAVID STARR JORDAN"	"JD"	393	1998-04-15 21:30:00	33.6285	-122.2315	14.89	33.196	17.27	323.5159	0.64	1998-04-15 22:00:03	33.5873	-122.316	15.214	33.282	15.25	329.5822	0.64	0	0	0	0	1	0	"1 squid egg"	"t"	1998-04-15 21:30:00	1998	"04"	"1998-04-15"	38441	0	0	0
"2075"	199803	"DAVID STARR JORDAN"	"JD"	393	1998-02-24 17:00:04	33.9947	-120.3712	15.017	33.06	22.93	324.5595	0.64	1998-02-24 17:10:07	33.9917	-120.3522	15.028	33.059	22.14	331.64	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 17:00:04	1998	"02"	"1998-02-24"	38441	0	0	0
"2076"	199707	"DAVID STARR JORDAN"	"JD"	393	1997-07-15 05:34:17	33.3422	-124.2899	18.686	33.239	11.49	342.0817	0.64	1997-07-15 05:55:18	33.3879	-124.3231	18.657	33.229	6.82	352.4245	0.64	0	0	1	0	NA	39	NA	"t"	1997-07-15 05:34:17	1997	"07"	"1997-07-15"	38441	0	0	0
"2077"	199802	"DAVID STARR JORDAN"	"JD"	393	1998-02-08 13:30:03	33.3053	-122.9061	15.644	33.242	12.57	259.8195	0.64	1998-02-08 14:00:11	33.2787	-122.9614	15.652	33.236	10.1	245.2626	0.64	0	0	NA	0	2	3	"2-se"	"t"	1998-02-08 13:30:03	1998	"02"	"1998-02-08"	38441	0	0	0
"2078"	199806	"DAVID STARR JORDAN"	"JD"	393	1998-06-17 18:50:15	34.0216	-119.4033	16.511	33.322	2.03	300.8329	0.64	1998-06-17 19:00:27	34.0253	-119.3856	16.785	33.317	2.07	180.7584	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 18:50:15	1998	"06"	"1998-06-17"	38441	0	0	0
"2079"	199803	"DAVID STARR JORDAN"	"JD"	394	1998-02-24 17:10:07	33.9917	-120.3522	15.028	33.059	22.14	331.64	0.64	1998-02-24 17:20:03	33.9891	-120.3342	15.175	33.099	20.16	324.8243	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 17:10:07	1998	"02"	"1998-02-24"	38441	0	0	0
"2080"	199707	"DAVID STARR JORDAN"	"JD"	394	1997-07-15 07:54:20	33.3891	-124.3204	18.661	33.237	5.54	348.8537	0.64	1997-07-15 08:34:21	33.4443	-124.2059	18.626	33.242	2.65	324.7972	0.64	0	0	3	0	NA	105	NA	"t"	1997-07-15 07:54:20	1997	"07"	"1997-07-15"	38441	0	0	0
"2081"	199802	"DAVID STARR JORDAN"	"JD"	394	1998-02-08 14:00:11	33.2787	-122.9614	15.652	33.236	10.1	245.2626	0.64	1998-02-08 14:30:05	33.254	-123.0095	15.675	33.248	14.72	252.9118	0.64	0	0	NA	0	0	1	NA	"t"	1998-02-08 14:00:11	1998	"02"	"1998-02-08"	38441	0	0	0
"2082"	199806	"DAVID STARR JORDAN"	"JD"	394	1998-06-17 19:00:27	34.0253	-119.3856	16.785	33.317	2.07	180.7584	0.64	1998-06-17 19:10:27	34.0294	-119.3676	16.783	33.329	1.49	258.4641	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 19:00:27	1998	"06"	"1998-06-17"	38441	0	0	0
"2083"	199804	"DAVID STARR JORDAN"	"JD"	394	1998-04-15 22:00:03	33.5873	-122.316	15.214	33.282	15.25	329.5822	0.64	1998-04-15 22:30:02	33.5471	-122.3999	15.132	33.259	15.9	329.505	0.64	0	0	0	0	1	0	"1 se"	"t"	1998-04-15 22:00:03	1998	"04"	"1998-04-15"	38441	0	0	0
"2084"	199804	"DAVID STARR JORDAN"	"JD"	395	1998-04-15 22:30:02	33.5471	-122.3999	15.132	33.259	15.9	329.505	0.64	1998-04-15 23:00:00	33.5111	-122.4842	15.414	33.359	12.82	351.0295	0.64	0	0	0	0	1	1	"1 squid egg"	"t"	1998-04-15 22:30:02	1998	"04"	"1998-04-15"	38441	0	0	0
"2085"	199802	"DAVID STARR JORDAN"	"JD"	395	1998-02-08 14:30:05	33.254	-123.0095	15.675	33.248	14.72	252.9118	0.64	1998-02-08 15:00:04	33.229	-123.0576	15.609	33.256	11.71	240.9862	0.64	0	0	NA	0	0	0	NA	"t"	1998-02-08 14:30:05	1998	"02"	"1998-02-08"	38441	0	0	0
"2086"	199707	"DAVID STARR JORDAN"	"JD"	395	1997-07-15 08:34:21	33.4443	-124.2059	18.626	33.242	2.65	324.7972	0.64	1997-07-15 09:04:23	33.4871	-124.1212	18.624	33.253	9.15	313.847	0.64	0	0	2	0	NA	67	NA	"t"	1997-07-15 08:34:21	1997	"07"	"1997-07-15"	38441	0	0	0
"2087"	199806	"DAVID STARR JORDAN"	"JD"	395	1998-06-17 19:10:27	34.0294	-119.3676	16.783	33.329	1.49	258.4641	0.64	1998-06-17 19:20:27	34.0269	-119.3487	16.524	33.347	1.93	252.0989	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 19:10:27	1998	"06"	"1998-06-17"	38441	0	0	0
"2088"	199803	"DAVID STARR JORDAN"	"JD"	395	1998-02-24 17:20:03	33.9891	-120.3342	15.175	33.099	20.16	324.8243	0.64	1998-02-24 17:30:05	33.9879	-120.3163	15.135	33.086	17.63	319.7387	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 17:20:03	1998	"02"	"1998-02-24"	38441	0	0	0
"2089"	199803	"DAVID STARR JORDAN"	"JD"	396	1998-02-24 17:30:05	33.9879	-120.3163	15.135	33.086	17.63	319.7387	0.64	1998-02-24 17:40:04	33.9859	-120.2999	15.137	33.071	20.33	335.8064	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 17:30:05	1998	"02"	"1998-02-24"	38441	0	0	0
"2090"	199707	"DAVID STARR JORDAN"	"JD"	396	1997-07-15 09:04:23	33.4871	-124.1212	18.624	33.253	9.15	313.847	0.64	1997-07-15 09:34:23	33.5283	-124.0355	18.595	33.208	8.14	352.1891	0.64	0	0	2	0	NA	62	NA	"t"	1997-07-15 09:04:23	1997	"07"	"1997-07-15"	38441	0	0	0
"2091"	199806	"DAVID STARR JORDAN"	"JD"	396	1998-06-17 19:20:27	34.0269	-119.3487	16.524	33.347	1.93	252.0989	0.64	1998-06-17 19:30:27	34.0259	-119.3315	16.694	33.286	3.96	243.9333	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 19:20:27	1998	"06"	"1998-06-17"	38441	0	0	0
"2092"	199802	"DAVID STARR JORDAN"	"JD"	396	1998-02-08 15:00:04	33.229	-123.0576	15.609	33.256	11.71	240.9862	0.64	1998-02-08 15:30:05	33.2033	-123.1057	15.385	33.159	10.31	238.384	0.64	0	0	NA	0	0	0	NA	"t"	1998-02-08 15:00:04	1998	"02"	"1998-02-08"	38441	0	0	0
"2093"	199804	"DAVID STARR JORDAN"	"JD"	396	1998-04-15 23:00:00	33.5111	-122.4842	15.414	33.359	12.82	351.0295	0.64	1998-04-15 23:19:00	33.4828	-122.5342	15.213	33.308	16.76	339.1373	0.64	0	0	0	0	1	1	"1 squid egg, Arv 80.80"	"t"	1998-04-15 23:00:00	1998	"04"	"1998-04-15"	38441	0	0	0
"2094"	199804	"DAVID STARR JORDAN"	"JD"	397	1998-04-16 01:55:16	33.4556	-122.5118	15.175	33.31	18.69	340.7913	0.64	1998-04-16 02:30:00	33.4183	-122.6146	15.146	33.31	18.5	334.7465	0.64	0	0	0	0	0	0	"1 crab."	"t"	1998-04-16 01:55:16	1998	"04"	"1998-04-16"	38441	0	0	0
"2095"	199803	"DAVID STARR JORDAN"	"JD"	397	1998-02-24 17:40:04	33.9859	-120.2999	15.137	33.071	20.33	335.8064	0.64	1998-02-24 17:50:02	33.9846	-120.2831	15.08	33.017	12.93	324.8411	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 17:40:04	1998	"02"	"1998-02-24"	38441	0	0	0
"2096"	199806	"DAVID STARR JORDAN"	"JD"	397	1998-06-17 19:44:25	34.019	-119.3418	16.605	33.301	4.34	251.035	0.64	1998-06-17 19:54:24	34.0211	-119.3596	17.093	33.335	3	294.767	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 19:44:25	1998	"06"	"1998-06-17"	38441	0	0	0
"2097"	199802	"DAVID STARR JORDAN"	"JD"	397	1998-02-08 15:30:05	33.2033	-123.1057	15.385	33.159	10.31	238.384	0.64	1998-02-08 16:00:08	33.1813	-123.1564	15.251	33.077	11.81	230.3276	0.64	0	0	NA	0	2	0	"2-se"	"t"	1998-02-08 15:30:05	1998	"02"	"1998-02-08"	38441	0	0	0
"2098"	199707	"DAVID STARR JORDAN"	"JD"	397	1997-07-15 09:34:23	33.5283	-124.0355	18.595	33.208	8.14	352.1891	0.64	1997-07-15 10:04:23	33.5684	-123.948	18.664	33.203	7.68	350.463	0.64	0	0	1	0	NA	65	NA	"t"	1997-07-15 09:34:23	1997	"07"	"1997-07-15"	38441	0	0	0
"2099"	199803	"DAVID STARR JORDAN"	"JD"	398	1998-02-24 17:55:05	33.9912	-120.2807	15.12	33.029	18.61	344.0251	0.64	1998-02-24 17:59:59	33.9932	-120.2879	15.121	33.057	16.82	333.0329	0.64	0	0	0	0	0	0	NA	"t"	1998-02-24 17:55:05	1998	"02"	"1998-02-24"	38441	0	0	0
"2100"	199707	"DAVID STARR JORDAN"	"JD"	398	1997-07-15 10:04:23	33.5684	-123.948	18.664	33.203	7.68	350.463	0.64	1997-07-15 10:34:23	33.6122	-123.8615	18.683	33.244	10.02	352.6349	0.64	0	0	2	0	NA	8	NA	"t"	1997-07-15 10:04:23	1997	"07"	"1997-07-15"	38441	0	0	0
"2101"	199806	"DAVID STARR JORDAN"	"JD"	398	1998-06-17 19:54:24	34.0211	-119.3596	17.093	33.335	3	294.767	0.64	1998-06-17 20:04:27	34.0193	-119.378	17.167	33.258	4.96	291.4371	0.64	0	0	0	0	NA	0	NA	"t"	1998-06-17 19:54:24	1998	"06"	"1998-06-17"	38441	0	0	0
"2102"	199802	"DAVID STARR JORDAN"	"JD"	398	1998-02-08 16:00:08	33.1813	-123.1564	15.251	33.077	11.81	230.3276	0.64	1998-02-08 16:30:06	33.1582	-123.2062	15.215	33.052	10.85	226.9816	0.64	0	0	NA	0	0	0	NA	"t"	1998-02-08 16:00:08	1998	"02"	"1998-02-08"	38441	0	0	0
"2103"	199804	"DAVID STARR JORDAN"	"JD"	398	1998-04-16 02:30:00	33.4183	-122.6146	15.146	33.31	18.5	334.7465	0.64	1998-04-16 03:00:01	33.3825	-122.7028	15.153	33.337	15.09	344.771	0.64	0	0	0	0	1	0	"1 se, few small copepods, chaetognaths, siphonophores"	"t"	1998-04-16 02:30:00	1998	"04"	"1998-04-16"	38441	0	0	0
