"id"	"cruise"	"cruisealias"	"sta_id"	"cruz_sta"	"ship_code"	"order_occ"	"cruz_code"	"st_line"	"st_station"	"lat_deg"	"lat_min"	"lat_hem"	"lon_deg"	"lon_min"	"lon_hem"	"tow_type"	"net_loc"	"end_time"	"tow_date"	"tow_time"	"vol_strm3"	"tow_dpthm"	"ttl_pvolc3"	"sml_pvolc3"	"haulfact"	"DATE"	"YYYY"	"MM"	"DD"	"Date"	"ZooDateTime"	"LAT"	"LATdec"	"LONG"	"LONGdec"
"155"	39040	199709	199709	"090.0 053.0"	19970909000530	"NM"	23	"C"	90	53	32	39	"N"	119	28.9	"W"	"CB"	"P"	18:17:00	"09/25/1997"	17:56:00	419.2	208	NA	NA	4.97	"09-25-1997"	1997	"09"	25	"1997-09-25"	"1997-09-25 17:56:00"	"32 39"	"32.65"	"119 28.9"	"-119.481666666667"
"156"	39041	199709	199709	"090.0 045.0"	19970909000450	"NM"	24	"C"	90	45	32	55.1	"N"	118	56.2	"W"	"CB"	"P"	23:47:00	"09/25/1997"	23:26:00	446.4	195	NA	NA	4.39	"09-25-1997"	1997	"09"	25	"1997-09-25"	"1997-09-25 23:26:00"	"32 55.1"	"32.9183333333333"	"118 56.2"	"-118.936666666667"
"157"	39042	199709	199709	"090.0 045.0"	19970909000450	"NM"	24	"C"	90	45	32	55.1	"N"	118	56.2	"W"	"CB"	"S"	23:47:00	"09/25/1997"	23:26:00	446.4	195	13	13	4.39	"09-25-1997"	1997	"09"	25	"1997-09-25"	"1997-09-25 23:26:00"	"32 55.1"	"32.9183333333333"	"118 56.2"	"-118.936666666667"
"158"	39043	199709	199709	"090.0 037.0"	19970909000370	"NM"	25	"C"	90	37	33	11.1	"N"	118	23.5	"W"	"CB"	"S"	05:23:00	"09/26/1997"	05:02:00	419.6	205	28	28	4.9	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 05:02:00"	"33 11.1"	"33.185"	"118 23.5"	"-118.391666666667"
"159"	39044	199709	199709	"090.0 037.0"	19970909000370	"NM"	25	"C"	90	37	33	11.1	"N"	118	23.5	"W"	"CB"	"P"	05:23:00	"09/26/1997"	05:02:00	419.6	205	NA	NA	4.9	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 05:02:00"	"33 11.1"	"33.185"	"118 23.5"	"-118.391666666667"
"160"	39045	199709	199709	"090.0 035.0"	19970909000350	"NM"	26	"C"	90	35	33	15	"N"	118	15	"W"	"CB"	"P"	08:15:00	"09/26/1997"	07:54:00	397.2	208	NA	NA	5.24	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 07:54:00"	"33 15"	"33.25"	"118 15"	"-118.25"
"161"	39046	199709	199709	"090.0 035.0"	19970909000350	"NM"	26	"C"	90	35	33	15	"N"	118	15	"W"	"CB"	"S"	08:15:00	"09/26/1997"	07:54:00	397.2	208	15	15	5.24	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 07:54:00"	"33 15"	"33.25"	"118 15"	"-118.25"
"162"	39047	199709	199709	"090.0 030.0"	19970909000300	"NM"	27	"C"	90	30	33	25.1	"N"	117	54.3	"W"	"CB"	"S"	12:48:00	"09/26/1997"	12:27:00	445.9	190	15	15	4.26	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 12:27:00"	"33 25.1"	"33.4183333333333"	"117 54.3"	"-117.905"
"163"	39048	199709	199709	"090.0 030.0"	19970909000300	"NM"	27	"C"	90	30	33	25.1	"N"	117	54.3	"W"	"CB"	"P"	12:48:00	"09/26/1997"	12:27:00	445.9	190	NA	NA	4.26	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 12:27:00"	"33 25.1"	"33.4183333333333"	"117 54.3"	"-117.905"
"164"	39049	199709	199709	"090.0 028.0"	19970909000280	"NM"	28	"C"	90	28	33	28.8	"N"	117	46.1	"W"	"CB"	"P"	15:14:00	"09/26/1997"	15:08:00	139.5	48	NA	NA	3.48	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 15:08:00"	"33 28.8"	"33.48"	"117 46.1"	"-117.768333333333"
"165"	39050	199709	199709	"090.0 028.0"	19970909000280	"NM"	28	"C"	90	28	33	28.8	"N"	117	46.1	"W"	"CB"	"S"	15:14:00	"09/26/1997"	15:08:00	139.5	48	4	4	3.48	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 15:08:00"	"33 28.8"	"33.48"	"117 46.1"	"-117.768333333333"
"166"	39051	199709	199709	"086.7 033.0"	19970908670330	"NM"	29	"C"	86.7	33	33	53.4	"N"	118	29.5	"W"	"CB"	"S"	21:37:00	"09/26/1997"	21:32:00	106.5	49	7	7	4.67	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 21:32:00"	"33 53.4"	"33.89"	"118 29.5"	"-118.491666666667"
"167"	39052	199709	199709	"086.7 033.0"	19970908670330	"NM"	29	"C"	86.7	33	33	53.4	"N"	118	29.5	"W"	"CB"	"P"	21:37:00	"09/26/1997"	21:32:00	106.5	49	NA	NA	4.67	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 21:32:00"	"33 53.4"	"33.89"	"118 29.5"	"-118.491666666667"
"168"	39053	199709	199709	"086.7 035.0"	19970908670350	"NM"	30	"C"	86.7	35	33	49.3	"N"	118	37.7	"W"	"CB"	"P"	00:18:00	"09/26/1997"	23:57:00	430.2	197	NA	NA	4.58	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 23:57:00"	"33 49.3"	"33.8216666666667"	"118 37.7"	"-118.628333333333"
"169"	39054	199709	199709	"086.7 035.0"	19970908670350	"NM"	30	"C"	86.7	35	33	49.3	"N"	118	37.7	"W"	"CB"	"S"	00:18:00	"09/26/1997"	23:57:00	430.2	197	21	21	4.58	"09-26-1997"	1997	"09"	26	"1997-09-26"	"1997-09-26 23:57:00"	"33 49.3"	"33.8216666666667"	"118 37.7"	"-118.628333333333"
"170"	39055	199709	199709	"086.7 040.0"	19970908670400	"NM"	31	"C"	86.7	40	33	39.4	"N"	118	58.4	"W"	"CB"	"S"	04:01:00	"09/27/1997"	03:40:00	445.6	194	45	45	4.36	"09-27-1997"	1997	"09"	27	"1997-09-27"	"1997-09-27 03:40:00"	"33 39.4"	"33.6566666666667"	"118 58.4"	"-118.973333333333"
"171"	39056	199709	199709	"086.7 040.0"	19970908670400	"NM"	31	"C"	86.7	40	33	39.4	"N"	118	58.4	"W"	"CB"	"P"	04:01:00	"09/27/1997"	03:40:00	445.6	194	NA	NA	4.36	"09-27-1997"	1997	"09"	27	"1997-09-27"	"1997-09-27 03:40:00"	"33 39.4"	"33.6566666666667"	"118 58.4"	"-118.973333333333"
"172"	39057	199709	199709	"086.7 045.0"	19970908670450	"NM"	32	"C"	86.7	45	33	29.4	"N"	119	18.9	"W"	"CB"	"P"	08:07:00	"09/27/1997"	07:46:00	435.7	205	NA	NA	4.71	"09-27-1997"	1997	"09"	27	"1997-09-27"	"1997-09-27 07:46:00"	"33 29.4"	"33.49"	"119 18.9"	"-119.315"
"173"	39058	199709	199709	"086.7 045.0"	19970908670450	"NM"	32	"C"	86.7	45	33	29.4	"N"	119	18.9	"W"	"CB"	"S"	08:07:00	"09/27/1997"	07:46:00	435.7	205	20	20	4.71	"09-27-1997"	1997	"09"	27	"1997-09-27"	"1997-09-27 07:46:00"	"33 29.4"	"33.49"	"119 18.9"	"-119.315"
"174"	39059	199709	199709	"086.7 050.0"	19970908670500	"NM"	33	"C"	86.7	50	33	19.4	"N"	119	39.8	"W"	"CB"	"S"	11:37:00	"09/27/1997"	11:30:00	152.1	68	10	10	4.49	"09-27-1997"	1997	"09"	27	"1997-09-27"	"1997-09-27 11:30:00"	"33 19.4"	"33.3233333333333"	"119 39.8"	"-119.663333333333"
"175"	39060	199709	199709	"086.7 050.0"	19970908670500	"NM"	33	"C"	86.7	50	33	19.4	"N"	119	39.8	"W"	"CB"	"P"	11:37:00	"09/27/1997"	11:30:00	152.1	68	NA	NA	4.49	"09-27-1997"	1997	"09"	27	"1997-09-27"	"1997-09-27 11:30:00"	"33 19.4"	"33.3233333333333"	"119 39.8"	"-119.663333333333"
"176"	39061	199709	199709	"086.7 055.0"	19970908670550	"NM"	34	"C"	86.7	55	33	9.4	"N"	120	0.3	"W"	"CB"	"P"	17:03:00	"09/27/1997"	16:42:00	434.5	210	NA	NA	4.85	"09-27-1997"	1997	"09"	27	"1997-09-27"	"1997-09-27 16:42:00"	"33 9.4"	"33.1566666666667"	"120 0.3"	"-120.005"
"177"	39062	199709	199709	"086.7 055.0"	19970908670550	"NM"	34	"C"	86.7	55	33	9.4	"N"	120	0.3	"W"	"CB"	"S"	17:03:00	"09/27/1997"	16:42:00	434.5	210	22	22	4.85	"09-27-1997"	1997	"09"	27	"1997-09-27"	"1997-09-27 16:42:00"	"33 9.4"	"33.1566666666667"	"120 0.3"	"-120.005"
"178"	39063	199709	199709	"086.7 060.0"	19970908670600	"NM"	35	"C"	86.7	60	32	59.5	"N"	120	21.1	"W"	"CB"	"S"	21:09:00	"09/27/1997"	20:47:00	461	207	40	40	4.5	"09-27-1997"	1997	"09"	27	"1997-09-27"	"1997-09-27 20:47:00"	"32 59.5"	"32.9916666666667"	"120 21.1"	"-120.351666666667"
"179"	39064	199709	199709	"086.7 060.0"	19970908670600	"NM"	35	"C"	86.7	60	32	59.5	"N"	120	21.1	"W"	"CB"	"P"	21:09:00	"09/27/1997"	20:47:00	461	207	NA	NA	4.5	"09-27-1997"	1997	"09"	27	"1997-09-27"	"1997-09-27 20:47:00"	"32 59.5"	"32.9916666666667"	"120 21.1"	"-120.351666666667"
"180"	39065	199709	199709	"086.7 070.0"	19970908670700	"NM"	36	"C"	86.7	70	32	39.4	"N"	121	2	"W"	"CB"	"S"	03:36:00	"09/28/1997"	03:15:00	483.9	187	56	56	3.88	"09-28-1997"	1997	"09"	28	"1997-09-28"	"1997-09-28 03:15:00"	"32 39.4"	"32.6566666666667"	"121 2"	"-121.033333333333"
"181"	39066	199709	199709	"086.7 080.0"	19970908670800	"NM"	37	"C"	86.7	80	32	19	"N"	121	41.8	"W"	"CB"	"S"	09:26:00	"09/28/1997"	09:04:00	500	184	67	67	3.69	"09-28-1997"	1997	"09"	28	"1997-09-28"	"1997-09-28 09:04:00"	"32 19"	"32.3166666666667"	"121 41.8"	"-121.696666666667"
"182"	39067	199709	199709	"086.7 090.0"	19970908670900	"NM"	38	"C"	86.7	90	31	59.3	"N"	122	23.6	"W"	"CB"	"S"	18:33:00	"09/28/1997"	18:12:00	443.5	206	18	18	4.65	"09-28-1997"	1997	"09"	28	"1997-09-28"	"1997-09-28 18:12:00"	"31 59.3"	"31.9883333333333"	"122 23.6"	"-122.393333333333"
"183"	39068	199709	199709	"086.7 100.0"	19970908671000	"NM"	39	"C"	86.7	100	31	39.5	"N"	123	4.1	"W"	"CB"	"S"	02:09:00	"09/29/1997"	01:48:00	469.2	187	17	17	3.99	"09-29-1997"	1997	"09"	29	"1997-09-29"	"1997-09-29 01:48:00"	"31 39.5"	"31.6583333333333"	"123 4.1"	"-123.068333333333"
"184"	39069	199709	199709	"086.7 110.0"	19970908671100	"NM"	40	"C"	86.7	110	31	18.7	"N"	123	43.9	"W"	"CB"	"S"	08:41:00	"09/29/1997"	08:20:00	461.6	197	9	9	4.28	"09-29-1997"	1997	"09"	29	"1997-09-29"	"1997-09-29 08:20:00"	"31 18.7"	"31.3116666666667"	"123 43.9"	"-123.731666666667"
"185"	39070	199709	199709	"083.3 110.0"	19970908331100	"NM"	41	"C"	83.3	110	31	54.7	"N"	124	10.2	"W"	"CB"	"S"	16:38:00	"09/29/1997"	16:17:00	435.4	206	9	9	4.74	"09-29-1997"	1997	"09"	29	"1997-09-29"	"1997-09-29 16:17:00"	"31 54.7"	"31.9116666666667"	"124 10.2"	"-124.17"
"186"	39071	199709	199709	"083.3 100.0"	19970908331000	"NM"	42	"C"	83.3	100	32	14.7	"N"	123	29.5	"W"	"CB"	"S"	22:32:00	"09/29/1997"	22:11:00	441	201	25	25	4.57	"09-29-1997"	1997	"09"	29	"1997-09-29"	"1997-09-29 22:11:00"	"32 14.7"	"32.245"	"123 29.5"	"-123.491666666667"
"187"	39072	199709	199709	"083.3 090.0"	19970908330900	"NM"	43	"C"	83.3	90	32	34.7	"N"	122	48.4	"W"	"CB"	"S"	04:28:00	"09/30/1997"	04:07:00	418.7	205	26	26	4.9	"09-30-1997"	1997	"09"	30	"1997-09-30"	"1997-09-30 04:07:00"	"32 34.7"	"32.5783333333333"	"122 48.4"	"-122.806666666667"
"188"	39073	199709	199709	"083.3 080.0"	19970908330800	"NM"	44	"C"	83.3	80	32	54.7	"N"	122	7.7	"W"	"CB"	"S"	09:25:00	"09/30/1997"	09:04:00	444.8	200	11	11	4.51	"09-30-1997"	1997	"09"	30	"1997-09-30"	"1997-09-30 09:04:00"	"32 54.7"	"32.9116666666667"	"122 7.7"	"-122.128333333333"
"189"	39074	199709	199709	"083.3 070.0"	19970908330700	"NM"	45	"C"	83.3	70	33	14.7	"N"	121	26.7	"W"	"CB"	"S"	17:26:00	"09/30/1997"	17:05:00	427.1	209	19	19	4.9	"09-30-1997"	1997	"09"	30	"1997-09-30"	"1997-09-30 17:05:00"	"33 14.7"	"33.245"	"121 26.7"	"-121.445"
"190"	39075	199709	199709	"083.3 060.0"	19970908330600	"NM"	46	"C"	83.3	60	33	34.7	"N"	120	45.2	"W"	"CB"	"S"	00:38:00	"10/01/1997"	00:17:00	437.5	199	64	64	4.55	"10-01-1997"	1997	"10"	1	"1997-10-1"	"1997-10-1 00:17:00"	"33 34.7"	"33.5783333333333"	"120 45.2"	"-120.753333333333"
"191"	39076	199709	199709	"083.3 060.0"	19970908330600	"NM"	46	"C"	83.3	60	33	34.7	"N"	120	45.2	"W"	"CB"	"P"	00:38:00	"10/01/1997"	00:17:00	437.5	199	NA	NA	4.55	"10-01-1997"	1997	"10"	1	"1997-10-1"	"1997-10-1 00:17:00"	"33 34.7"	"33.5783333333333"	"120 45.2"	"-120.753333333333"
"192"	39077	199709	199709	"083.3 055.0"	19970908330550	"NM"	47	"C"	83.3	55	33	44.7	"N"	120	24.8	"W"	"CB"	"P"	04:55:00	"10/01/1997"	04:34:00	425.2	204	NA	NA	4.81	"10-01-1997"	1997	"10"	1	"1997-10-1"	"1997-10-1 04:34:00"	"33 44.7"	"33.745"	"120 24.8"	"-120.413333333333"
"193"	39078	199709	199709	"083.3 055.0"	19970908330550	"NM"	47	"C"	83.3	55	33	44.7	"N"	120	24.8	"W"	"CB"	"S"	04:55:00	"10/01/1997"	04:34:00	425.2	204	40	40	4.81	"10-01-1997"	1997	"10"	1	"1997-10-1"	"1997-10-1 04:34:00"	"33 44.7"	"33.745"	"120 24.8"	"-120.413333333333"
"194"	39079	199709	199709	"083.3 051.0"	19970908330510	"NM"	48	"C"	83.3	51	33	52.7	"N"	120	8	"W"	"CB"	"S"	08:52:00	"10/01/1997"	08:43:00	197.6	73	5	5	3.73	"10-01-1997"	1997	"10"	1	"1997-10-1"	"1997-10-1 08:43:00"	"33 52.7"	"33.8783333333333"	"120 8"	"-120.133333333333"
"195"	39080	199709	199709	"083.3 051.0"	19970908330510	"NM"	48	"C"	83.3	51	33	52.7	"N"	120	8	"W"	"CB"	"P"	08:52:00	"10/01/1997"	08:43:00	197.6	73	NA	NA	3.73	"10-01-1997"	1997	"10"	1	"1997-10-1"	"1997-10-1 08:43:00"	"33 52.7"	"33.8783333333333"	"120 8"	"-120.133333333333"
"196"	39081	199709	199709	"083.3 042.0"	19970908330420	"NM"	49	"C"	83.3	42	34	10.6	"N"	119	30.5	"W"	"CB"	"P"	16:51:00	"10/01/1997"	16:33:00	352.8	183	NA	NA	5.21	"10-01-1997"	1997	"10"	1	"1997-10-1"	"1997-10-1 16:33:00"	"34 10.6"	"34.1766666666667"	"119 30.5"	"-119.508333333333"
"197"	39082	199709	199709	"083.3 042.0"	19970908330420	"NM"	49	"C"	83.3	42	34	10.6	"N"	119	30.5	"W"	"CB"	"S"	16:51:00	"10/01/1997"	16:33:00	352.8	183	12	12	5.21	"10-01-1997"	1997	"10"	1	"1997-10-1"	"1997-10-1 16:33:00"	"34 10.6"	"34.1766666666667"	"119 30.5"	"-119.508333333333"
"198"	39083	199709	199709	"083.3 040.6"	19970908330406	"NM"	50	"C"	83.3	NA	34	13.6	"N"	119	24.9	"W"	"CB"	"S"	20:43:00	"10/01/1997"	20:40:00	80.4	28	7	7	3.59	"10-01-1997"	1997	"10"	1	"1997-10-1"	"1997-10-1 20:40:00"	"34 13.6"	"34.2266666666667"	"119 24.9"	"-119.415"
"199"	39084	199709	199709	"083.3 040.6"	19970908330406	"NM"	50	"C"	83.3	NA	34	13.6	"N"	119	24.9	"W"	"CB"	"P"	20:43:00	"10/01/1997"	20:40:00	80.4	28	NA	NA	3.59	"10-01-1997"	1997	"10"	1	"1997-10-1"	"1997-10-1 20:40:00"	"34 13.6"	"34.2266666666667"	"119 24.9"	"-119.415"
"200"	39085	199709	199709	"081.8 046.9"	19970908180469	"NM"	51	"C"	81.8	NA	34	16.5	"N"	120	1.8	"W"	"CB"	"P"	01:50:00	"10/02/1997"	01:29:00	462.9	184	NA	NA	3.99	"10-02-1997"	1997	"10"	2	"1997-10-2"	"1997-10-2 01:29:00"	"34 16.5"	"34.275"	"120 1.8"	"-120.03"
"201"	39086	199709	199709	"081.8 046.9"	19970908180469	"NM"	51	"C"	81.8	NA	34	16.5	"N"	120	1.8	"W"	"CB"	"S"	01:50:00	"10/02/1997"	01:29:00	462.9	184	19	19	3.99	"10-02-1997"	1997	"10"	2	"1997-10-2"	"1997-10-2 01:29:00"	"34 16.5"	"34.275"	"120 1.8"	"-120.03"
"202"	39087	199709	199709	"080.0 051.0"	19970908000510	"NM"	52	"C"	80	51	34	26.9	"N"	120	31.6	"W"	"CB"	"S"	05:26:00	"10/02/1997"	05:20:00	131.6	65	6	6	4.94	"10-02-1997"	1997	"10"	2	"1997-10-2"	"1997-10-2 05:20:00"	"34 26.9"	"34.4483333333333"	"120 31.6"	"-120.526666666667"
"203"	39088	199709	199709	"080.0 051.0"	19970908000510	"NM"	52	"C"	80	51	34	26.9	"N"	120	31.6	"W"	"CB"	"P"	05:26:00	"10/02/1997"	05:20:00	131.6	65	NA	NA	4.94	"10-02-1997"	1997	"10"	2	"1997-10-2"	"1997-10-2 05:20:00"	"34 26.9"	"34.4483333333333"	"120 31.6"	"-120.526666666667"
"204"	39089	199709	199709	"080.0 055.0"	19970908000550	"NM"	53	"C"	80	55	34	18.3	"N"	120	47.6	"W"	"CB"	"P"	08:52:00	"10/02/1997"	08:31:00	436.5	209	NA	NA	4.79	"10-02-1997"	1997	"10"	2	"1997-10-2"	"1997-10-2 08:31:00"	"34 18.3"	"34.305"	"120 47.6"	"-120.793333333333"
"205"	39090	199709	199709	"080.0 055.0"	19970908000550	"NM"	53	"C"	80	55	34	18.3	"N"	120	47.6	"W"	"CB"	"S"	08:52:00	"10/02/1997"	08:31:00	436.5	209	12	12	4.79	"10-02-1997"	1997	"10"	2	"1997-10-2"	"1997-10-2 08:31:00"	"34 18.3"	"34.305"	"120 47.6"	"-120.793333333333"
"206"	39091	199709	199709	"080.0 060.0"	19970908000600	"NM"	54	"C"	80	60	34	9.1	"N"	121	8.9	"W"	"CB"	"S"	16:14:00	"10/02/1997"	15:53:00	427.5	211	15	15	4.95	"10-02-1997"	1997	"10"	2	"1997-10-2"	"1997-10-2 15:53:00"	"34 9.1"	"34.1516666666667"	"121 8.9"	"-121.148333333333"
"207"	39092	199709	199709	"080.0 060.0"	19970908000600	"NM"	54	"C"	80	60	34	9.1	"N"	121	8.9	"W"	"CB"	"P"	16:14:00	"10/02/1997"	15:53:00	427.5	211	NA	NA	4.95	"10-02-1997"	1997	"10"	2	"1997-10-2"	"1997-10-2 15:53:00"	"34 9.1"	"34.1516666666667"	"121 8.9"	"-121.148333333333"
"208"	39093	199709	199709	"080.0 080.0"	19970908000800	"NM"	56	"C"	80	80	33	28.3	"N"	122	30.5	"W"	"CB"	"S"	08:58:00	"10/03/1997"	08:37:00	433.7	215	5	5	4.97	"10-03-1997"	1997	"10"	3	"1997-10-3"	"1997-10-3 08:37:00"	"33 28.3"	"33.4716666666667"	"122 30.5"	"-122.508333333333"
"209"	39094	199709	199709	"080.0 090.0"	19970908000900	"NM"	57	"C"	80	90	33	8.9	"N"	123	13.3	"W"	"CB"	"S"	18:49:00	"10/03/1997"	18:27:00	451.4	207	9	9	4.59	"10-03-1997"	1997	"10"	3	"1997-10-3"	"1997-10-3 18:27:00"	"33 8.9"	"33.1483333333333"	"123 13.3"	"-123.221666666667"
"210"	39095	199709	199709	"080.0 100.0"	19970908001000	"NM"	58	"C"	80	100	32	48.8	"N"	123	54.5	"W"	"CB"	"S"	01:57:00	"10/04/1997"	01:36:00	487.2	186	42	42	3.82	"10-04-1997"	1997	"10"	4	"1997-10-4"	"1997-10-4 01:36:00"	"32 48.8"	"32.8133333333333"	"123 54.5"	"-123.908333333333"
"211"	39096	199709	199709	"076.7 100.0"	19970907671000	"NM"	59	"C"	76.7	100	33	23.1	"N"	124	19.2	"W"	"CB"	"S"	08:42:00	"10/04/1997"	08:21:00	415	217	6	6	5.24	"10-04-1997"	1997	"10"	4	"1997-10-4"	"1997-10-4 08:21:00"	"33 23.1"	"33.385"	"124 19.2"	"-124.32"
"212"	39097	199710	199710	"073.3 051.0"	19971007330510	"JD"	1	"C"	73.3	51	35	36.6	"N"	121	19.6	"W"	"CB"	"S"	14:29:00	"10/08/1997"	14:12:00	390.9	173	138	15	4.43	"10-08-1997"	1997	"10"	8	"1997-10-8"	"1997-10-8 14:12:00"	"35 36.6"	"35.61"	"121 19.6"	"-121.326666666667"
"213"	39098	199710	199710	"073.3 053.0"	19971007330530	"JD"	2	"C"	73.3	53	35	32.6	"N"	121	27.8	"W"	"CB"	"S"	17:26:00	"10/08/1997"	17:04:00	453.4	215	13	13	4.75	"10-08-1997"	1997	"10"	8	"1997-10-8"	"1997-10-8 17:04:00"	"35 32.6"	"35.5433333333333"	"121 27.8"	"-121.463333333333"
"214"	39099	199710	199710	"073.3 055.0"	19971007330550	"JD"	3	"C"	73.3	55	35	28.6	"N"	121	36.5	"W"	"CB"	"S"	20:12:00	"10/08/1997"	19:50:00	465.6	208	835	835	4.47	"10-08-1997"	1997	"10"	8	"1997-10-8"	"1997-10-8 19:50:00"	"35 28.6"	"35.4766666666667"	"121 36.5"	"-121.608333333333"
"215"	39100	199710	199710	"073.3 060.0"	19971007330600	"JD"	4	"C"	73.3	60	35	18.6	"N"	121	57.8	"W"	"CB"	"S"	00:22:00	"10/09/1997"	00:01:00	454.2	206	231	231	4.55	"10-09-1997"	1997	"10"	9	"1997-10-9"	"1997-10-9 00:01:00"	"35 18.6"	"35.31"	"121 57.8"	"-121.963333333333"
"216"	39101	199710	199710	"073.3 065.0"	19971007330650	"JD"	5	"C"	73.3	65	35	8.7	"N"	122	18.8	"W"	"CB"	"S"	03:58:00	"10/09/1997"	03:37:00	469.6	209	70	70	4.46	"10-09-1997"	1997	"10"	9	"1997-10-9"	"1997-10-9 03:37:00"	"35 8.7"	"35.145"	"122 18.8"	"-122.313333333333"
"217"	39102	199710	199710	"073.3 070.0"	19971007330700	"JD"	6	"C"	73.3	70	34	58.6	"N"	122	39.9	"W"	"CB"	"S"	07:37:00	"10/09/1997"	07:16:00	435.4	219	37	37	5.05	"10-09-1997"	1997	"10"	9	"1997-10-9"	"1997-10-9 07:16:00"	"34 58.6"	"34.9766666666667"	"122 39.9"	"-122.665"
"218"	39103	199710	199710	"073.3 080.0"	19971007330800	"JD"	7	"C"	73.3	80	34	38.7	"N"	123	21.8	"W"	"CB"	"S"	13:57:00	"10/09/1997"	13:36:00	466	213	822	822	4.59	"10-09-1997"	1997	"10"	9	"1997-10-9"	"1997-10-9 13:36:00"	"34 38.7"	"34.645"	"123 21.8"	"-123.363333333333"
"219"	39104	199710	199710	"070.0 070.0"	19971007000700	"JD"	9	"C"	70	70	35	32.9	"N"	123	4.5	"W"	"CB"	"S"	02:06:00	"10/10/1997"	01:45:00	491.6	206	98	98	4.2	"10-10-1997"	1997	"10"	10	"1997-10-10"	"1997-10-10 01:45:00"	"35 32.9"	"35.5483333333333"	"123 4.5"	"-123.075"
"220"	39105	199710	199710	"070.0 065.0"	19971007000650	"JD"	10	"C"	70	65	35	42.9	"N"	122	43.2	"W"	"CB"	"S"	05:46:00	"10/10/1997"	05:25:00	463	205	84	84	4.44	"10-10-1997"	1997	"10"	10	"1997-10-10"	"1997-10-10 05:25:00"	"35 42.9"	"35.715"	"122 43.2"	"-122.72"
"221"	39106	199710	199710	"070.0 060.0"	19971007000600	"JD"	11	"C"	70	60	35	52.9	"N"	122	21.9	"W"	"CB"	"S"	09:57:00	"10/10/1997"	09:36:00	436.4	201	16	16	4.62	"10-10-1997"	1997	"10"	10	"1997-10-10"	"1997-10-10 09:36:00"	"35 52.9"	"35.8816666666667"	"122 21.9"	"-122.365"
"222"	39107	199710	199710	"070.0 055.0"	19971007000550	"JD"	12	"C"	70	55	36	2.9	"N"	122	0.6	"W"	"CB"	"S"	13:55:00	"10/10/1997"	13:34:00	479.9	202	17	17	4.23	"10-10-1997"	1997	"10"	10	"1997-10-10"	"1997-10-10 13:34:00"	"36 2.9"	"36.0483333333333"	"122 0.6"	"-122.01"
"223"	39108	199710	199710	"070.0 053.0"	19971007000530	"JD"	13	"C"	70	53	36	6.9	"N"	121	52.1	"W"	"CB"	"S"	16:57:00	"10/10/1997"	16:36:00	473.2	215	97	97	4.56	"10-10-1997"	1997	"10"	10	"1997-10-10"	"1997-10-10 16:36:00"	"36 6.9"	"36.115"	"121 52.1"	"-121.868333333333"
"224"	39109	199710	199710	"070.0 051.0"	19971007000510	"JD"	14	"C"	70	51	36	10.9	"N"	121	43.8	"W"	"CB"	"S"	19:55:00	"10/10/1997"	19:34:00	454.2	206	33	33	4.55	"10-10-1997"	1997	"10"	10	"1997-10-10"	"1997-10-10 19:34:00"	"36 10.9"	"36.1816666666667"	"121 43.8"	"-121.73"
"225"	39110	199710	199710	"066.7 050.0"	19971006670500	"JD"	15	"C"	66.7	50	36	46.1	"N"	122	3.2	"W"	"CB"	"S"	02:34:00	"10/11/1997"	02:13:00	417.4	212	194	163	5.1	"10-11-1997"	1997	"10"	11	"1997-10-11"	"1997-10-11 02:13:00"	"36 46.1"	"36.7683333333333"	"122 3.2"	"-122.053333333333"
"226"	39111	199710	199710	"066.7 055.0"	19971006670550	"JD"	16	"C"	66.7	55	36	37.3	"N"	122	24.9	"W"	"CB"	"S"	06:20:00	"10/11/1997"	05:59:00	482.3	213	122	122	4.42	"10-11-1997"	1997	"10"	11	"1997-10-11"	"1997-10-11 05:59:00"	"36 37.3"	"36.6216666666667"	"122 24.9"	"-122.415"
"227"	39112	199710	199710	"066.7 060.0"	19971006670600	"JD"	17	"C"	66.7	60	36	27.2	"N"	122	46.5	"W"	"CB"	"S"	09:28:00	"10/12/1997"	09:07:00	449.3	209	65	65	4.67	"10-12-1997"	1997	"10"	12	"1997-10-12"	"1997-10-12 09:07:00"	"36 27.2"	"36.4533333333333"	"122 46.5"	"-122.775"
"228"	39113	199710	199710	"066.7 065.0"	19971006670650	"JD"	18	"C"	66.7	65	36	17.2	"N"	123	7.9	"W"	"CB"	"S"	13:26:00	"10/12/1997"	13:05:00	441.8	213	32	32	4.83	"10-12-1997"	1997	"10"	12	"1997-10-12"	"1997-10-12 13:05:00"	"36 17.2"	"36.2866666666667"	"123 7.9"	"-123.131666666667"
